LON,LAT,CUR,what
-69.166667,10.833333,  3.4017696e+001,
-69.0,10.833333,  3.4198185e+001,
-68.833333,10.833333,  3.4083767e+001,
-68.666667,10.833333,  3.3617004e+001,
-68.5,10.833333,  3.2827194e+001,
-68.333333,10.833333,  3.2064896e+001,
-68.166667,10.833333,  3.1320751e+001,
-68.0,10.833333,  3.0537647e+001,
-67.833333,10.833333,  2.9675507e+001,
-67.666667,10.833333,  2.8840378e+001,
-67.5,10.833333,  2.8017555e+001,
-67.333333,10.833333,  2.7320482e+001,
-67.166667,10.833333,  2.6762136e+001,
-67.0,10.833333,  2.6497782e+001,
-66.833333,10.833333,  2.6568491e+001,
-66.666667,10.833333,  2.7063759e+001,
-66.5,10.833333,  2.8166355e+001,
-66.333333,10.833333,  2.9454876e+001,
-66.166667,10.833333,  3.0597935e+001,
-66.0,10.833333,  3.1448574e+001,
-65.833333,10.833333,  3.2221882e+001,
-65.666667,10.833333,  3.3050144e+001,
-65.5,10.833333,  3.3634243e+001,
-65.333333,10.833333,  3.4013077e+001,
-65.166667,10.833333,  3.4129482e+001,
-79.833333,10.666667,  2.5181093e+001,
-79.666667,10.666667,  2.4729502e+001,
-79.5,10.666667,  2.4061693e+001,
-79.333333,10.666667,  2.3553965e+001,
-79.166667,10.666667,  2.3795187e+001,
-79.0,10.666667,  2.4354652e+001,
-78.833333,10.666667,  2.5224920e+001,
-78.666667,10.666667,  2.7016119e+001,
-78.5,10.666667,  2.8648746e+001,
-78.333333,10.666667,  3.0260395e+001,
-78.166667,10.666667,  3.2109035e+001,
-78.0,10.666667,  3.3839832e+001,
-77.833333,10.666667,  3.4985302e+001,
-77.666667,10.666667,  3.6026978e+001,
-77.5,10.666667,  3.7117188e+001,
-77.333333,10.666667,  3.8462582e+001,
-77.166667,10.666667,  4.0041809e+001,
-77.0,10.666667,  4.1318832e+001,
-76.833333,10.666667,  4.0758060e+001,
-76.666667,10.666667,  3.9754719e+001,
-76.5,10.666667,  3.9056393e+001,
-76.333333,10.666667,  3.8617168e+001,
-76.166667,10.666667,  3.8539131e+001,
-76.0,10.666667,  3.7914890e+001,
-75.833333,10.666667,  3.7614429e+001,
-75.666667,10.666667,  3.7660027e+001,
-75.5,10.666667,  3.7866100e+001,
-75.333333,10.666667,  3.8375214e+001,
-75.166667,10.666667,  3.8559055e+001,
-75.0,10.666667,  3.8983631e+001,
-74.833333,10.666667,  3.9503864e+001,
-74.666667,10.666667,  3.9577503e+001,
-74.5,10.666667,  3.9628887e+001,
-74.333333,10.666667,  3.9619465e+001,
-74.166667,10.666667,  3.9483135e+001,
-74.0,10.666667,  3.9110657e+001,
-73.833333,10.666667,  3.8403053e+001,
-73.666667,10.666667,  3.7908890e+001,
-73.5,10.666667,             NaN,
-73.333333,10.666667,             NaN,
-73.166667,10.666667,             NaN,
-73.0,10.666667,             NaN,
-72.833333,10.666667,  3.5392883e+001,
-72.666667,10.666667,  3.4896091e+001,
-72.5,10.666667,  3.4254086e+001,
-72.333333,10.666667,  3.2477722e+001,
-72.166667,10.666667,  3.0730377e+001,
-72.0,10.666667,  3.0949165e+001,
-71.833333,10.666667,  3.1729931e+001,
-71.666667,10.666667,  3.3040161e+001,
-71.5,10.666667,  3.3573441e+001,
-71.333333,10.666667,  3.4663624e+001,
-71.166667,10.666667,  3.5926750e+001,
-71.0,10.666667,  3.5730747e+001,
-70.833333,10.666667,  3.5440968e+001,
-70.666667,10.666667,  3.4545418e+001,
-70.5,10.666667,  3.4250046e+001,
-70.333333,10.666667,  3.4556850e+001,
-70.166667,10.666667,  3.4614742e+001,
-70.0,10.666667,  3.4909168e+001,
-69.833333,10.666667,  3.5191013e+001,
-69.666667,10.666667,  3.4859497e+001,
-69.5,10.666667,  3.4361633e+001,
-69.333333,10.666667,  3.3888355e+001,
-69.166667,10.666667,  3.4237453e+001,
-69.0,10.666667,  3.4429749e+001,
-68.833333,10.666667,  3.4258480e+001,
-68.666667,10.666667,  3.3600681e+001,
-68.5,10.666667,  3.2466293e+001,
-68.333333,10.666667,  3.1572712e+001,
-68.166667,10.666667,  3.0555069e+001,
-68.0,10.666667,  2.9481251e+001,
-67.833333,10.666667,  2.8534363e+001,
-67.666667,10.666667,  2.7773657e+001,
-67.5,10.666667,  2.7027819e+001,
-67.333333,10.666667,  2.6422722e+001,
-67.166667,10.666667,  2.5953562e+001,
-67.0,10.666667,  2.5956854e+001,
-66.833333,10.666667,  2.6179173e+001,
-66.666667,10.666667,  2.6628790e+001,
-66.5,10.666667,  2.7737961e+001,
-66.333333,10.666667,  2.8828690e+001,
-66.166667,10.666667,  2.9684956e+001,
-66.0,10.666667,  3.0495346e+001,
-65.833333,10.666667,  3.1147972e+001,
-65.666667,10.666667,  3.2080826e+001,
-65.5,10.666667,  3.2715706e+001,
-65.333333,10.666667,  3.3132710e+001,
-65.166667,10.666667,  3.3507893e+001,
-79.833333,10.5,  2.5717356e+001,
-79.666667,10.5,  2.5561014e+001,
-79.5,10.5,  2.4693285e+001,
-79.333333,10.5,  2.3759184e+001,
-79.166667,10.5,  2.4367926e+001,
-79.0,10.5,  2.5152451e+001,
-78.833333,10.5,  2.6081322e+001,
-78.666667,10.5,  2.7325033e+001,
-78.5,10.5,  2.8648548e+001,
-78.333333,10.5,  3.0082394e+001,
-78.166667,10.5,  3.1618984e+001,
-78.0,10.5,  3.3041809e+001,
-77.833333,10.5,  3.4165089e+001,
-77.666667,10.5,  3.5182053e+001,
-77.5,10.5,  3.6252884e+001,
-77.333333,10.5,  3.7591339e+001,
-77.166667,10.5,  3.9040577e+001,
-77.0,10.5,  4.0059265e+001,
-76.833333,10.5,  3.9754517e+001,
-76.666667,10.5,  3.8823757e+001,
-76.5,10.5,  3.7782074e+001,
-76.333333,10.5,  3.6913097e+001,
-76.166667,10.5,  3.6469700e+001,
-76.0,10.5,  3.6095200e+001,
-75.833333,10.5,  3.5889297e+001,
-75.666667,10.5,  3.5865433e+001,
-75.5,10.5,  3.6025417e+001,
-75.333333,10.5,  3.6374111e+001,
-75.166667,10.5,  3.6859516e+001,
-75.0,10.5,  3.7458530e+001,
-74.833333,10.5,  3.8039562e+001,
-74.666667,10.5,  3.8346325e+001,
-74.5,10.5,  3.8447918e+001,
-74.333333,10.5,  3.8338844e+001,
-74.166667,10.5,  3.7965816e+001,
-74.0,10.5,  3.7221848e+001,
-73.833333,10.5,  3.6111893e+001,
-73.666667,10.5,  3.5444000e+001,
-73.5,10.5,  3.4898746e+001,
-73.333333,10.5,             NaN,
-73.166667,10.5,             NaN,
-73.0,10.5,  3.3512829e+001,
-72.833333,10.5,  3.3409779e+001,
-72.666667,10.5,  3.3227169e+001,
-72.5,10.5,  3.2676159e+001,
-72.333333,10.5,  3.1665459e+001,
-72.166667,10.5,  3.0688812e+001,
-72.0,10.5,  3.0420479e+001,
-71.833333,10.5,  3.0446075e+001,
-71.666667,10.5,  3.0841629e+001,
-71.5,10.5,  3.1792843e+001,
-71.333333,10.5,  3.2959019e+001,
-71.166667,10.5,  3.3842976e+001,
-71.0,10.5,  3.3771496e+001,
-70.833333,10.5,  3.3127399e+001,
-70.666667,10.5,  3.2651623e+001,
-70.5,10.5,  3.2306110e+001,
-70.333333,10.5,  3.2246078e+001,
-70.166667,10.5,  3.3061714e+001,
-70.0,10.5,  3.3973652e+001,
-69.833333,10.5,  3.4604740e+001,
-69.666667,10.5,  3.4852402e+001,
-69.5,10.5,  3.4805935e+001,
-69.333333,10.5,  3.4698792e+001,
-69.166667,10.5,  3.4953403e+001,
-69.0,10.5,  3.5062733e+001,
-68.833333,10.5,  3.4759090e+001,
-68.666667,10.5,  3.4001526e+001,
-68.5,10.5,  3.2737854e+001,
-68.333333,10.5,  3.1433655e+001,
-68.166667,10.5,  2.9956348e+001,
-68.0,10.5,  2.8430904e+001,
-67.833333,10.5,  2.7355417e+001,
-67.666667,10.5,  2.6507193e+001,
-67.5,10.5,  2.6163584e+001,
-67.333333,10.5,  2.5868219e+001,
-67.166667,10.5,  2.5633928e+001,
-67.0,10.5,  2.6018270e+001,
-66.833333,10.5,  2.6551432e+001,
-66.666667,10.5,  2.7185438e+001,
-66.5,10.5,  2.8187008e+001,
-66.333333,10.5,  2.9120293e+001,
-66.166667,10.5,  2.9859978e+001,
-66.0,10.5,  3.0433926e+001,
-65.833333,10.5,  3.0954041e+001,
-65.666667,10.5,  3.1670307e+001,
-65.5,10.5,  3.2096825e+001,
-65.333333,10.5,  3.2383381e+001,
-65.166667,10.5,  3.2810913e+001,
-79.833333,10.333333,  2.6091402e+001,
-79.666667,10.333333,  2.6312950e+001,
-79.5,10.333333,  2.5866396e+001,
-79.333333,10.333333,  2.5483133e+001,
-79.166667,10.333333,  2.5723534e+001,
-79.0,10.333333,  2.6397268e+001,
-78.833333,10.333333,  2.7217857e+001,
-78.666667,10.333333,  2.7824820e+001,
-78.5,10.333333,  2.8701283e+001,
-78.333333,10.333333,  2.9872868e+001,
-78.166667,10.333333,  3.1112736e+001,
-78.0,10.333333,  3.2303474e+001,
-77.833333,10.333333,  3.3241894e+001,
-77.666667,10.333333,  3.4090946e+001,
-77.5,10.333333,  3.5026005e+001,
-77.333333,10.333333,  3.6379398e+001,
-77.166667,10.333333,  3.7773815e+001,
-77.0,10.333333,  3.8715244e+001,
-76.833333,10.333333,  3.8450520e+001,
-76.666667,10.333333,  3.7503788e+001,
-76.5,10.333333,  3.6176586e+001,
-76.333333,10.333333,  3.4923641e+001,
-76.166667,10.333333,  3.4221039e+001,
-76.0,10.333333,  3.4168262e+001,
-75.833333,10.333333,  3.4161686e+001,
-75.666667,10.333333,  3.4061333e+001,
-75.5,10.333333,  3.4189545e+001,
-75.333333,10.333333,  3.4331467e+001,
-75.166667,10.333333,  3.5026463e+001,
-75.0,10.333333,  3.5736935e+001,
-74.833333,10.333333,  3.6369564e+001,
-74.666667,10.333333,  3.6881603e+001,
-74.5,10.333333,  3.7137577e+001,
-74.333333,10.333333,  3.7066448e+001,
-74.166667,10.333333,  3.6535175e+001,
-74.0,10.333333,  3.5492085e+001,
-73.833333,10.333333,  3.3950882e+001,
-73.666667,10.333333,  3.3365063e+001,
-73.5,10.333333,  3.2709522e+001,
-73.333333,10.333333,  3.2553104e+001,
-73.166667,10.333333,  3.2159489e+001,
-73.0,10.333333,  3.1463989e+001,
-72.833333,10.333333,  3.1926746e+001,
-72.666667,10.333333,  3.2066502e+001,
-72.5,10.333333,  3.1673786e+001,
-72.333333,10.333333,  3.1370663e+001,
-72.166667,10.333333,  3.0952579e+001,
-72.0,10.333333,  3.0172073e+001,
-71.833333,10.333333,  2.9252373e+001,
-71.666667,10.333333,  2.8542141e+001,
-71.5,10.333333,  2.9824955e+001,
-71.333333,10.333333,  3.1101505e+001,
-71.166667,10.333333,  3.1813824e+001,
-71.0,10.333333,  3.1877865e+001,
-70.833333,10.333333,  3.0975952e+001,
-70.666667,10.333333,  3.1192738e+001,
-70.5,10.333333,  3.0926105e+001,
-70.333333,10.333333,  3.0391792e+001,
-70.166667,10.333333,  3.2030487e+001,
-70.0,10.333333,  3.3456253e+001,
-69.833333,10.333333,  3.4370953e+001,
-69.666667,10.333333,  3.5158695e+001,
-69.5,10.333333,  3.5577908e+001,
-69.333333,10.333333,  3.5759563e+001,
-69.166667,10.333333,  3.5980717e+001,
-69.0,10.333333,  3.5977585e+001,
-68.833333,10.333333,  3.5499348e+001,
-68.666667,10.333333,  3.4664055e+001,
-68.5,10.333333,  3.3310867e+001,
-68.333333,10.333333,  3.1811127e+001,
-68.166667,10.333333,  3.0050671e+001,
-68.0,10.333333,             NaN,
-67.833333,10.333333,             NaN,
-67.666667,10.333333,             NaN,
-67.5,10.333333,             NaN,
-67.333333,10.333333,             NaN,
-67.166667,10.333333,             NaN,
-67.0,10.333333,  2.7081539e+001,
-66.833333,10.333333,  2.7892828e+001,
-66.666667,10.333333,  2.8588558e+001,
-66.5,10.333333,  2.9591274e+001,
-66.333333,10.333333,  3.0385273e+001,
-66.166667,10.333333,  3.0910870e+001,
-66.0,10.333333,  3.1126358e+001,
-65.833333,10.333333,  3.1261917e+001,
-65.666667,10.333333,  3.1724689e+001,
-65.5,10.333333,  3.1843197e+001,
-65.333333,10.333333,  3.1827908e+001,
-65.166667,10.333333,  3.2296413e+001,
-79.833333,10.166667,  2.6263412e+001,
-79.666667,10.166667,  2.6909410e+001,
-79.5,10.166667,  2.6707321e+001,
-79.333333,10.166667,  2.6793528e+001,
-79.166667,10.166667,  2.6751513e+001,
-79.0,10.166667,  2.7360918e+001,
-78.833333,10.166667,  2.8290493e+001,
-78.666667,10.166667,  2.8320805e+001,
-78.5,10.166667,  2.8718307e+001,
-78.333333,10.166667,  2.9608871e+001,
-78.166667,10.166667,  3.0759785e+001,
-78.0,10.166667,  3.2005917e+001,
-77.833333,10.166667,  3.2622227e+001,
-77.666667,10.166667,  3.3158344e+001,
-77.5,10.166667,  3.3781570e+001,
-77.333333,10.166667,  3.5146854e+001,
-77.166667,10.166667,  3.6580139e+001,
-77.0,10.166667,  3.7643768e+001,
-76.833333,10.166667,  3.7212803e+001,
-76.666667,10.166667,  3.6215919e+001,
-76.5,10.166667,  3.4805676e+001,
-76.333333,10.166667,  3.3406284e+001,
-76.166667,10.166667,  3.2508656e+001,
-76.0,10.166667,  3.2991241e+001,
-75.833333,10.166667,  3.3416355e+001,
-75.666667,10.166667,  3.3319168e+001,
-75.5,10.166667,  3.3470165e+001,
-75.333333,10.166667,  3.3084515e+001,
-75.166667,10.166667,  3.3820755e+001,
-75.0,10.166667,  3.4332809e+001,
-74.833333,10.166667,  3.4737034e+001,
-74.666667,10.166667,  3.5312588e+001,
-74.5,10.166667,  3.5760403e+001,
-74.333333,10.166667,  3.5883701e+001,
-74.166667,10.166667,  3.5307526e+001,
-74.0,10.166667,  3.4368122e+001,
-73.833333,10.166667,  3.3283451e+001,
-73.666667,10.166667,  3.2835236e+001,
-73.5,10.166667,  3.2576885e+001,
-73.333333,10.166667,  3.2447876e+001,
-73.166667,10.166667,  3.2257786e+001,
-73.0,10.166667,  3.1987457e+001,
-72.833333,10.166667,  3.2163723e+001,
-72.666667,10.166667,  3.2275860e+001,
-72.5,10.166667,  3.2121960e+001,
-72.333333,10.166667,  3.1930054e+001,
-72.166667,10.166667,  3.1514011e+001,
-72.0,10.166667,  3.0592922e+001,
-71.833333,10.166667,  2.9463100e+001,
-71.666667,10.166667,  2.8753094e+001,
-71.5,10.166667,  2.9424809e+001,
-71.333333,10.166667,  3.0476696e+001,
-71.166667,10.166667,  3.1351849e+001,
-71.0,10.166667,  3.1841339e+001,
-70.833333,10.166667,  3.1814697e+001,
-70.666667,10.166667,  3.2043854e+001,
-70.5,10.166667,  3.2081532e+001,
-70.333333,10.166667,  3.2138367e+001,
-70.166667,10.166667,  3.3149212e+001,
-70.0,10.166667,  3.4233574e+001,
-69.833333,10.166667,  3.5167782e+001,
-69.666667,10.166667,  3.6109715e+001,
-69.5,10.166667,  3.6832264e+001,
-69.333333,10.166667,  3.7218693e+001,
-69.166667,10.166667,  3.7197571e+001,
-69.0,10.166667,  3.6840595e+001,
-68.833333,10.166667,  3.6231998e+001,
-68.666667,10.166667,  3.5429577e+001,
-68.5,10.166667,  3.4279964e+001,
-68.333333,10.166667,  3.2917400e+001,
-68.166667,10.166667,             NaN,
-68.0,10.166667,             NaN,
-67.833333,10.166667,             NaN,
-67.666667,10.166667,             NaN,
-67.5,10.166667,             NaN,
-67.333333,10.166667,             NaN,
-67.166667,10.166667,             NaN,
-67.0,10.166667,  2.9709568e+001,
-66.833333,10.166667,  3.0448505e+001,
-66.666667,10.166667,  3.1211559e+001,
-66.5,10.166667,  3.2036617e+001,
-66.333333,10.166667,  3.2636929e+001,
-66.166667,10.166667,  3.2788784e+001,
-66.0,10.166667,  3.2514225e+001,
-65.833333,10.166667,  3.2001499e+001,
-65.666667,10.166667,  3.2228638e+001,
-65.5,10.166667,  3.2074978e+001,
-65.333333,10.166667,  3.1674927e+001,
-65.166667,10.166667,  3.2303448e+001,
-79.833333,10.0,  2.5912760e+001,
-79.666667,10.0,  2.6273607e+001,
-79.5,10.0,  2.6169363e+001,
-79.333333,10.0,  2.6149920e+001,
-79.166667,10.0,  2.6368124e+001,
-79.0,10.0,  2.6943193e+001,
-78.833333,10.0,  2.7554724e+001,
-78.666667,10.0,  2.7728514e+001,
-78.5,10.0,  2.7980211e+001,
-78.333333,10.0,  2.8648266e+001,
-78.166667,10.0,  2.9777676e+001,
-78.0,10.0,  3.0933903e+001,
-77.833333,10.0,  3.1689854e+001,
-77.666667,10.0,  3.2215221e+001,
-77.5,10.0,  3.2774532e+001,
-77.333333,10.0,  3.3894733e+001,
-77.166667,10.0,  3.5126133e+001,
-77.0,10.0,  3.5924679e+001,
-76.833333,10.0,  3.5710423e+001,
-76.666667,10.0,  3.4836464e+001,
-76.5,10.0,  3.3791119e+001,
-76.333333,10.0,  3.2722012e+001,
-76.166667,10.0,  3.2202198e+001,
-76.0,10.0,  3.3129902e+001,
-75.833333,10.0,  3.4372704e+001,
-75.666667,10.0,  3.5207428e+001,
-75.5,10.0,  3.5136845e+001,
-75.333333,10.0,  3.4634403e+001,
-75.166667,10.0,  3.4186020e+001,
-75.0,10.0,  3.3737240e+001,
-74.833333,10.0,  3.3508526e+001,
-74.666667,10.0,  3.3975132e+001,
-74.5,10.0,  3.4529900e+001,
-74.333333,10.0,  3.4759075e+001,
-74.166667,10.0,  3.4325710e+001,
-74.0,10.0,  3.3616997e+001,
-73.833333,10.0,  3.3011883e+001,
-73.666667,10.0,  3.3035873e+001,
-73.5,10.0,  3.3289433e+001,
-73.333333,10.0,  3.3276218e+001,
-73.166667,10.0,  3.3284374e+001,
-73.0,10.0,  3.3308163e+001,
-72.833333,10.0,  3.3290470e+001,
-72.666667,10.0,  3.3309490e+001,
-72.5,10.0,  3.3242142e+001,
-72.333333,10.0,  3.3088131e+001,
-72.166667,10.0,  3.2646118e+001,
-72.0,10.0,  3.1544331e+001,
-71.833333,10.0,  3.0295689e+001,
-71.666667,10.0,  2.9526432e+001,
-71.5,10.0,  2.9864376e+001,
-71.333333,10.0,  3.0787903e+001,
-71.166667,10.0,  3.1874142e+001,
-71.0,10.0,  3.2840054e+001,
-70.833333,10.0,  3.3581280e+001,
-70.666667,10.0,  3.3971836e+001,
-70.5,10.0,  3.4309814e+001,
-70.333333,10.0,  3.4734470e+001,
-70.166667,10.0,  3.5129459e+001,
-70.0,10.0,  3.5641392e+001,
-69.833333,10.0,  3.6333462e+001,
-69.666667,10.0,  3.7321152e+001,
-69.5,10.0,  3.8271023e+001,
-69.333333,10.0,  3.8821407e+001,
-69.166667,10.0,  3.8445984e+001,
-69.0,10.0,  3.7686291e+001,
-68.833333,10.0,  3.6966595e+001,
-68.666667,10.0,  3.6276188e+001,
-68.5,10.0,  3.5460228e+001,
-68.333333,10.0,  3.4382637e+001,
-68.166667,10.0,             NaN,
-68.0,10.0,             NaN,
-67.833333,10.0,             NaN,
-67.666667,10.0,             NaN,
-67.5,10.0,             NaN,
-67.333333,10.0,             NaN,
-67.166667,10.0,             NaN,
-67.0,10.0,  3.2845623e+001,
-66.833333,10.0,  3.3368862e+001,
-66.666667,10.0,  3.4090210e+001,
-66.5,10.0,  3.4811172e+001,
-66.333333,10.0,  3.5319225e+001,
-66.166667,10.0,  3.5168728e+001,
-66.0,10.0,  3.4726833e+001,
-65.833333,10.0,  3.4220387e+001,
-65.666667,10.0,  3.3747845e+001,
-65.5,10.0,  3.3409126e+001,
-65.333333,10.0,  3.3212986e+001,
-65.166667,10.0,  3.3284973e+001,
-79.833333,9.833333300000001,  2.5558947e+001,
-79.666667,9.833333300000001,  2.5559179e+001,
-79.5,9.833333300000001,  2.5369400e+001,
-79.333333,9.833333300000001,  2.5224670e+001,
-79.166667,9.833333300000001,  2.5525980e+001,
-79.0,9.833333300000001,  2.5993143e+001,
-78.833333,9.833333300000001,  2.6405220e+001,
-78.666667,9.833333300000001,  2.6615122e+001,
-78.5,9.833333300000001,  2.6725306e+001,
-78.333333,9.833333300000001,  2.7173925e+001,
-78.166667,9.833333300000001,  2.8437870e+001,
-78.0,9.833333300000001,  2.9732559e+001,
-77.833333,9.833333300000001,  3.0637737e+001,
-77.666667,9.833333300000001,  3.1195644e+001,
-77.5,9.833333300000001,  3.1604328e+001,
-77.333333,9.833333300000001,  3.2680882e+001,
-77.166667,9.833333300000001,  3.3933266e+001,
-77.0,9.833333300000001,  3.4691807e+001,
-76.833333,9.833333300000001,  3.4699127e+001,
-76.666667,9.833333300000001,  3.3927162e+001,
-76.5,9.833333300000001,  3.3365631e+001,
-76.333333,9.833333300000001,  3.2646641e+001,
-76.166667,9.833333300000001,  3.2277222e+001,
-76.0,9.833333300000001,  3.3844524e+001,
-75.833333,9.833333300000001,  3.5859058e+001,
-75.666667,9.833333300000001,  3.7644730e+001,
-75.5,9.833333300000001,  3.7236797e+001,
-75.333333,9.833333300000001,  3.6579296e+001,
-75.166667,9.833333300000001,  3.5039108e+001,
-75.0,9.833333300000001,  3.3614986e+001,
-74.833333,9.833333300000001,  3.2594524e+001,
-74.666667,9.833333300000001,  3.3048691e+001,
-74.5,9.833333300000001,  3.3704220e+001,
-74.333333,9.833333300000001,  3.4078613e+001,
-74.166667,9.833333300000001,  3.3694279e+001,
-74.0,9.833333300000001,  3.3124161e+001,
-73.833333,9.833333300000001,  3.2797802e+001,
-73.666667,9.833333300000001,  3.3332733e+001,
-73.5,9.833333300000001,  3.4130177e+001,
-73.333333,9.833333300000001,  3.4134602e+001,
-73.166667,9.833333300000001,  3.4328869e+001,
-73.0,9.833333300000001,  3.4685841e+001,
-72.833333,9.833333300000001,  3.4586254e+001,
-72.666667,9.833333300000001,  3.4607975e+001,
-72.5,9.833333300000001,  3.4576862e+001,
-72.333333,9.833333300000001,  3.4420616e+001,
-72.166667,9.833333300000001,  3.4024643e+001,
-72.0,9.833333300000001,  3.2646561e+001,
-71.833333,9.833333300000001,  3.1234066e+001,
-71.666667,9.833333300000001,  3.0320690e+001,
-71.5,9.833333300000001,  3.0596027e+001,
-71.333333,9.833333300000001,  3.1511948e+001,
-71.166667,9.833333300000001,  3.2758617e+001,
-71.0,9.833333300000001,  3.4013142e+001,
-70.833333,9.833333300000001,  3.5348385e+001,
-70.666667,9.833333300000001,  3.5749493e+001,
-70.5,9.833333300000001,  3.6282375e+001,
-70.333333,9.833333300000001,  3.7046738e+001,
-70.166667,9.833333300000001,             NaN,
-70.0,9.833333300000001,  3.6961243e+001,
-69.833333,9.833333300000001,  3.7372612e+001,
-69.666667,9.833333300000001,  3.8395721e+001,
-69.5,9.833333300000001,  3.9519161e+001,
-69.333333,9.833333300000001,  4.0295105e+001,
-69.166667,9.833333300000001,  3.9475025e+001,
-69.0,9.833333300000001,  3.8327469e+001,
-68.833333,9.833333300000001,  3.7591923e+001,
-68.666667,9.833333300000001,  3.7042484e+001,
-68.5,9.833333300000001,  3.6577824e+001,
-68.333333,9.833333300000001,             NaN,
-68.166667,9.833333300000001,             NaN,
-68.0,9.833333300000001,             NaN,
-67.833333,9.833333300000001,             NaN,
-67.666667,9.833333300000001,             NaN,
-67.5,9.833333300000001,             NaN,
-67.333333,9.833333300000001,             NaN,
-67.166667,9.833333300000001,  3.5708591e+001,
-67.0,9.833333300000001,  3.5487534e+001,
-66.833333,9.833333300000001,  3.5809742e+001,
-66.666667,9.833333300000001,  3.6546795e+001,
-66.5,9.833333300000001,  3.7248661e+001,
-66.333333,9.833333300000001,  3.7811115e+001,
-66.166667,9.833333300000001,  3.7304432e+001,
-66.0,9.833333300000001,  3.6689510e+001,
-65.833333,9.833333300000001,  3.6233170e+001,
-65.666667,9.833333300000001,  3.5134308e+001,
-65.5,9.833333300000001,  3.4719799e+001,
-65.333333,9.833333300000001,  3.4777714e+001,
-65.166667,9.833333300000001,  3.4426075e+001,
-79.833333,9.666666699999999,  2.5399229e+001,
-79.666667,9.666666699999999,  2.5066870e+001,
-79.5,9.666666699999999,  2.4738890e+001,
-79.333333,9.666666699999999,  2.4371851e+001,
-79.166667,9.666666699999999,  2.4704958e+001,
-79.0,9.666666699999999,  2.5037165e+001,
-78.833333,9.666666699999999,  2.5304224e+001,
-78.666667,9.666666699999999,  2.5523977e+001,
-78.5,9.666666699999999,  2.5513716e+001,
-78.333333,9.666666699999999,  2.5675879e+001,
-78.166667,9.666666699999999,  2.7304245e+001,
-78.0,9.666666699999999,  2.8899109e+001,
-77.833333,9.666666699999999,  2.9762386e+001,
-77.666667,9.666666699999999,  3.0228764e+001,
-77.5,9.666666699999999,  3.0373158e+001,
-77.333333,9.666666699999999,  3.1700714e+001,
-77.166667,9.666666699999999,  3.3277542e+001,
-77.0,9.666666699999999,  3.4430241e+001,
-76.833333,9.666666699999999,  3.4663029e+001,
-76.666667,9.666666699999999,  3.4274967e+001,
-76.5,9.666666699999999,  3.3867397e+001,
-76.333333,9.666666699999999,  3.3501293e+001,
-76.166667,9.666666699999999,  3.3591938e+001,
